Account,Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Impr.,Cost,Conversions,is_aimax,cat,why
Sabinsky,oral surgeon branchburg nj,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,smiles for keeps,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,2,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,braces place near me,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,newtown oral surgery,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,do you have to go to the dentist to get invisalign,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,nimesh patel orthodontist,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,mouth retainer,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,hillsborough dentist nj,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,oral surgeon new jersey,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,oral surgery new jersey,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,shaving down teeth,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Sabinsky,tom distefano dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,candid pro vs invisalign,Phrase match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,DTC mail-order aligner brand
Sabinsky,growing smiles mount laurel,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,emergency dentist princeton,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,lawrenceville smiles,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,dentist franklin park nj,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,braces consultation,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,skyland orthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,my orthodontist,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,3,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,kids orthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,orthodontist near me,Broad match,Added,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,lingual braces,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,chatham orthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,princeton orthodontics associates,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,simply beautiful smiles,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,tooth fairy plainsboro,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,1,2,18.78,0.0,False,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Sabinsky,kidzdent old bridge nj,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,2,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,can i get a new retainer from my orthodontist,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,center for oral and maxillofacial surgery freehold,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,orthodontist basking ridge nj,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,3,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,invisalign,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,viasmiles,Phrase match (close variant),Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,capitol smiles trenton nj,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,bosonac orthodontics nj,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,invisalign retainer cost,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,brunswick smiles nj,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,west jersey oral surgeons,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,invisalign princeton junction,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,advanced smiles croydon pa,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,braces diamond,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,the floss boss,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Sabinsky,orthodontist names,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,saju george endodontist,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,2,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,braces for teeth near me,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,ramaswamy orthodontics,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,dentist kennedy blvd,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,periodontist bridgewater nj,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,ridge oral surgery,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,bedminster ortho,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,orthodontist princeton,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,7,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,central jersey prosthodontics,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,morris county orthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,edison dentist,AI Max,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,pearly whites,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,cavity detective tinton falls,AI Max,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,ortho fixed retainer,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,dentist whitehouse station nj,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,3,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,paul kaplan dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,summit smiles,AI Max,Excluded,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,1,4,18.78,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,flemington nj orthodontist,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,cornerstone orthodontics,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,3,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,orthodontist horizon nj health,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,3,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,rutgers dentist new brunswick,AI Max,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,mercer smiles robbinsville nj,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,2,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,pearly whites whippany,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,2,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,brunswick smiles hillsborough nj,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,dentist middlesex nj,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,orthodontist hillsborough,Phrase match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,orthodontics near me for kids,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,smiles unlimited,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,2,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,can invisalign fix asymmetrical face,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,anthem orthodontics,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,central nj prosthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,rutgers dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,3,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,dentist patel near me,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,3,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,braceplace,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,orthodontic office near me,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,miles of smiles flemington nj,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,mouth too small for tongue,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Sabinsky,dentist susan lee,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,dentist somerville nj,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,children orthodontist,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,jordan fried oral surgeon,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,orthodontist near me,Exact match (close variant),Added,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,cost invisalign,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,fogarty dentist princeton,AI Max,Excluded,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,1,1,13.54,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,invisalign remote,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,brilliant smiles,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,3,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,520 lawrence square blvd,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Sabinsky,endodontist hillsborough nj,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,ortho screening,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,airway orthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,orthodontist near me,Exact match,Added,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,1,49,17.52,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,orthodontist near me within 5 mi,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,best nj dentists,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Sabinsky,invisalign cost with insurance,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,my orthodontist lawrenceville lawrence township nj,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,promenade smiles,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,retainer,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,smiles unlimited,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,pearly whites,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,4,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,tmj specialist nj,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,2,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,braces for girls,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,rishi verma dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,lisa lian,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,dentists bound brook nj,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,1,1,10.31,0.0,False,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Sabinsky,invisalign cost,Phrase match (close variant),Added,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,1,6,7.01,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,great expressions north brunswick,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,2,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,invisalign,Exact match,Added,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,4,36,41.2,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,sunny thakkar dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,brunswick smiles nj,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,9,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,ryan orthodontics,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,dentist pediatric near me,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,legacy orthodontics blacksburg va,Phrase match (close variant),None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,branchburg dentist nj,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,orthodontist bridgewater nj,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,retainer cleaner,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,dentist that use laser near me,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,spark trugen xr,AI Max,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,orthodontist near me near me,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,wellpoint orthodontist,Broad match,Excluded,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,dentist princeton,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,garrison orthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,4,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,nesrine bestandji,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,li chen dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,great expression,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,brunswick smiles hillsborough nj,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,orthodontist langhorne pa,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,brace place orthodontics near me,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,braces,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,3,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,nathan c steele d m d,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,No dental or orthodontic intent
Sabinsky,manville nj dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,2,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
